     beta1    lambda1      beta2    lambda2     gamma1         K1         h1     gamma2         K2         h2
    1.0453    -1.6678     1.9757    -1.5889    -1.0072     0.7149     0.2666   -11.9926     2.1453     0.3438
    1.0472    -1.6749     1.9747    -1.5846    -1.0271     0.7257     0.2532   -15.1069     2.1530     0.3524
    1.0461    -1.6750     1.9726    -1.5960    -1.0196     0.7290     0.2682   -16.9699     2.1317     0.3344
    1.0599    -1.6631     1.9683    -1.6014    -1.0207     0.7311     0.2645   -16.9332     2.1328     0.3315
    1.0548    -1.6654     1.9786    -1.5799    -1.0343     0.7223     0.2518   -19.0172     2.1521     0.3498
    1.0607    -1.6575     1.9696    -1.5978    -1.0150     0.7252     0.2639   -16.9677     2.1383     0.3365
    1.0450    -1.6680     1.9628    -1.6153    -0.9945     0.7184     0.2801   -16.8537     2.1206     0.3237
    1.0571    -1.6577     1.9726    -1.5950    -1.0062     0.7195     0.2668   -14.9618     2.1392     0.3394
    1.0519    -1.6676     1.9811    -1.5758    -1.0291     0.7195     0.2515   -16.8834     2.1588     0.3551
    1.0957    -1.6319     1.9715    -1.6113    -1.0198     0.7433     0.2784   -14.4329     2.1022     0.3140
    1.0479    -1.6644     1.9658    -1.6034    -1.0023     0.7134     0.2734   -16.8938     2.1375     0.3357
    1.0471    -1.6675     1.9742    -1.5892    -1.0136     0.7134     0.2632   -13.0964     2.1475     0.3432
    1.0610    -1.6594     1.9623    -1.6212    -1.0025     0.7311     0.2791   -15.4084     2.1087     0.3157
    1.0803    -1.6479     1.9705    -1.5998    -1.0259     0.7407     0.2622   -11.9280     2.1287     0.3337
    1.0543    -1.6623     1.9697    -1.5987    -1.0105     0.7211     0.2680   -14.4984     2.1368     0.3365
    1.0530    -1.6631     1.9679    -1.6031    -1.0031     0.7231     0.2705   -16.1818     2.1323     0.3356
    1.0594    -1.6564     1.9660    -1.6120    -0.9996     0.7239     0.2809   -15.8310     2.1183     0.3235
    1.0527    -1.6685     1.9753    -1.5859    -1.0236     0.7261     0.2563   -11.8406     2.1492     0.3490
    1.0452    -1.6666     1.9694    -1.5942    -1.0057     0.7109     0.2647   -16.9388     2.1490     0.3461
    1.0581    -1.6528     1.9739    -1.5903    -1.0068     0.7134     0.2672   -16.9381     2.1447     0.3450
    1.0550    -1.6594     1.9722    -1.5965    -1.0070     0.7203     0.2700   -16.9687     2.1352     0.3373
    1.0517    -1.6646     1.9607    -1.6124    -1.0011     0.7216     0.2731   -14.2763     2.1304     0.3301
    1.0803    -1.6512     1.9699    -1.5966    -1.0375     0.7457     0.2542   -12.7679     2.1340     0.3379
    1.0699    -1.6514     1.9632    -1.6216    -1.0029     0.7356     0.2802   -16.8209     2.1053     0.3141
    1.0812    -1.6427     1.9645    -1.6238    -1.0067     0.7421     0.2832   -13.0002     2.0953     0.3103
    1.0789    -1.6611     1.9755    -1.5900    -1.0503     0.7486     0.2558   -16.9545     2.1357     0.3355
    1.0601    -1.6552     1.9708    -1.5957    -1.0101     0.7204     0.2639   -16.9293     2.1412     0.3399
    1.2052    -1.6533     2.0095    -1.5097   -11.9632     0.8882     0.0632   -16.9549     2.1993     0.3782
    1.0528    -1.6576     1.9658    -1.6116    -0.9900     0.7152     0.2810   -12.5122     2.1241     0.3249
    1.0879    -1.6368     1.9744    -1.6021    -1.0198     0.7404     0.2718   -19.4224     2.1149     0.3229
    1.1877    -1.6500     2.0051    -1.5147   -12.3979     0.8508     0.0898   -16.8951     2.1842     0.3578
    1.0477    -1.6702     1.9708    -1.5981    -1.0120     0.7217     0.2699   -12.2450     2.1357     0.3340
    1.0713    -1.6497     1.9643    -1.6229    -1.0036     0.7341     0.2834   -16.9527     2.1013     0.3076
    1.0534    -1.6631     1.9636    -1.6124    -1.0045     0.7232     0.2746   -15.6630     2.1232     0.3238
    1.0506    -1.6682     1.9739    -1.5920    -1.0163     0.7248     0.2649   -16.9309     2.1393     0.3407
    1.0676    -1.6545     1.9655    -1.6071    -1.0160     0.7326     0.2687   -16.8175     2.1255     0.3300
    1.0493    -1.6670     1.9784    -1.5821    -1.0210     0.7176     0.2606   -16.9364     2.1504     0.3483
    1.0696    -1.6556     1.9712    -1.5986    -1.0261     0.7377     0.2612   -11.6325     2.1299     0.3314
    1.0936    -1.6322     1.9729    -1.6089    -1.0141     0.7424     0.2776   -11.2307     2.1056     0.3182
    1.0929    -1.6403     1.9669    -1.6201    -1.0182     0.7498     0.2785   -16.9815     2.0987     0.3098
    1.0657    -1.6532     1.9744    -1.5912    -1.0176     0.7260     0.2610   -16.9779     2.1410     0.3403
    1.0508    -1.6605     1.9685    -1.5994    -1.0051     0.7135     0.2721   -11.9601     2.1383     0.3366
    1.0605    -1.6598     1.9615    -1.6278    -0.9916     0.7336     0.2858   -16.9352     2.1004     0.3118
    1.0518    -1.6577     1.9659    -1.6028    -0.9947     0.7100     0.2675   -16.6642     2.1424     0.3393
    1.0443    -1.6654     1.9603    -1.6129    -0.9844     0.7120     0.2778   -16.9224     2.1348     0.3358
    1.0582    -1.6601     1.9834    -1.5703    -1.0381     0.7195     0.2456   -16.9450     2.1624     0.3600
    1.0733    -1.6504     1.9644    -1.6154    -1.0107     0.7382     0.2729   -16.9571     2.1138     0.3201
    1.0778    -1.6399     1.9675    -1.6160    -1.0020     0.7305     0.2826   -13.1885     2.1054     0.3158
    1.0499    -1.6712     1.9683    -1.5977    -1.0211     0.7278     0.2618   -13.1884     2.1387     0.3392
    1.0877    -1.6385     1.9681    -1.6175    -1.0081     0.7432     0.2808   -16.8957     2.1012     0.3148
    1.0541    -1.6613     1.9743    -1.5897    -1.0200     0.7167     0.2617   -11.1002     2.1441     0.3386
    1.0615    -1.6649     1.9695    -1.5950    -1.0338     0.7391     0.2526   -15.6288     2.1397     0.3408
    1.0884    -1.6359     1.9673    -1.6218    -1.0041     0.7440     0.2835   -11.4824     2.0946     0.3109
    1.0454    -1.6766     1.9756    -1.5889    -1.0283     0.7271     0.2621   -16.7591     2.1387     0.3390
    1.0526    -1.6714     1.9658    -1.6077    -1.0194     0.7359     0.2701   -13.9840     2.1214     0.3278
    1.2157    -1.6495     2.0162    -1.5018    -7.6678     0.9010     0.0505   -16.8675     2.2089     0.3999
    1.2029    -1.6528     2.0078    -1.5123   -12.2686     0.8766     0.0770   -15.2362     2.1832     0.3634
    1.0692    -1.6529     1.9625    -1.6142    -1.0137     0.7337     0.2722   -16.7654     2.1171     0.3240
    1.0553    -1.6589     1.9679    -1.6016    -1.0078     0.7186     0.2696   -18.6282     2.1359     0.3322
    1.0558    -1.6669     1.9779    -1.5775    -1.0391     0.7272     0.2458   -11.7058     2.1581     0.3570
    1.0571    -1.6578     1.9761    -1.5869    -1.0173     0.7180     0.2623   -16.9542     2.1455     0.3439
    1.0659    -1.6555     1.9669    -1.6037    -1.0161     0.7315     0.2666   -19.8057     2.1301     0.3334
    1.0542    -1.6627     1.9593    -1.6056    -1.0149     0.7216     0.2634   -13.6140     2.1423     0.3428
    0.4230   -30.7916     2.0062    -1.5153   -14.3378     1.0102     0.4771   -39.3995     1.1571    -0.1441
    1.0545    -1.6606     1.9692    -1.6008    -1.0037     0.7210     0.2711   -11.8657     2.1340     0.3358
    1.0597    -1.6618     1.9677    -1.6109    -1.0065     0.7313     0.2772   -16.9736     2.1174     0.3216
    1.0652    -1.6610     1.9656    -1.6096    -1.0188     0.7369     0.2709   -19.8497     2.1204     0.3256
    1.0781    -1.6457     1.9661    -1.6205    -1.0038     0.7392     0.2819   -14.3147     2.1014     0.3127
    1.0638    -1.6556     1.9682    -1.6046    -1.0068     0.7290     0.2698   -16.8985     2.1287     0.3322
    1.0607    -1.6590     1.9668    -1.5987    -1.0230     0.7275     0.2594   -16.9343     2.1390     0.3398
    1.0544    -1.6676     1.9781    -1.5810    -1.0312     0.7281     0.2520   -11.9263     2.1500     0.3521
    1.0480    -1.6595     1.9733    -1.5935    -0.9987     0.7076     0.2728   -12.3610     2.1424     0.3399
    1.2496    -1.6796     1.9985    -1.5218   -13.9195     1.0111     0.0225    -1.9003     2.1984     0.4104
    1.0523    -1.6634     1.9725    -1.5928    -1.0159     0.7204     0.2631   -16.9697     2.1415     0.3396
    1.1735    -1.6695     2.0087    -1.5098   -11.8945     0.8590     0.0374   -16.7038     2.2272     0.4193
    1.0544    -1.6617     1.9732    -1.5924    -1.0093     0.7200     0.2658   -13.6635     2.1421     0.3433
    1.0620    -1.6590     1.9635    -1.6091    -1.0158     0.7309     0.2684   -14.8993     2.1257     0.3294
    1.0484    -1.6682     1.9771    -1.5834    -1.0176     0.7178     0.2592   -16.9256     2.1515     0.3502
    1.0672    -1.6582     1.9641    -1.6063    -1.0225     0.7366     0.2641   -16.9035     2.1290     0.3328
    1.0464    -1.6589     1.9640    -1.6022    -0.9957     0.7057     0.2689   -16.9747     2.1451     0.3420
    1.0572    -1.6596     1.9776    -1.5804    -1.0243     0.7160     0.2528   -16.9261     2.1584     0.3526
    1.2325    -1.6457     2.0054    -1.5140   -13.1317     0.9271     0.0443   -13.1558     2.2047     0.3925
    1.2800    -1.6333     2.0129    -1.5069   -16.1666     0.9945     0.0269   -16.9620     2.2034     0.3992
    1.0520    -1.6632     1.9805    -1.5803    -1.0196     0.7159     0.2597   -16.8668     2.1501     0.3481
    1.0611    -1.6566     1.9677    -1.6033    -1.0043     0.7252     0.2663   -16.9168     2.1340     0.3352
    1.0685    -1.6535     1.9654    -1.6075    -1.0136     0.7330     0.2690   -13.8806     2.1260     0.3300
    1.0636    -1.6564     1.9791    -1.5805    -1.0269     0.7250     0.2541   -16.9292     2.1513     0.3506
    1.0704    -1.6506     1.9607    -1.6287    -1.0009     0.7366     0.2850   -12.1062     2.0966     0.3076
    1.0861    -1.6505     1.9763    -1.5876    -1.0457     0.7503     0.2520   -16.0297     2.1373     0.3432
    1.0599    -1.6507     1.9624    -1.6151    -0.9871     0.7189     0.2812   -12.6876     2.1225     0.3289
    1.0696    -1.6548     1.9707    -1.5960    -1.0297     0.7352     0.2610   -12.9613     2.1333     0.3370
    1.0696    -1.6467     1.9586    -1.6413    -0.9743     0.7357     0.2924   -12.6650     2.0862     0.3060
    1.0557    -1.6616     1.9609    -1.6126    -1.0058     0.7233     0.2721   -16.9016     2.1276     0.3297
    1.0745    -1.6518     1.9691    -1.6039    -1.0202     0.7398     0.2664   -16.9408     2.1236     0.3299
    1.0691    -1.6507     1.9629    -1.6290    -0.9958     0.7358     0.2860   -16.9446     2.0931     0.3063
    1.0890    -1.6373     1.9696    -1.6149    -1.0170     0.7466     0.2777   -16.9577     2.0989     0.3127
    1.0526    -1.6662     1.9742    -1.5816    -1.0257     0.7186     0.2501   -16.7429     2.1620     0.3597
    1.0739    -1.6502     1.9696    -1.6058    -1.0238     0.7386     0.2718   -12.0191     2.1143     0.3236
    1.0571    -1.6646     1.9697    -1.6032    -1.0184     0.7300     0.2715   -16.9454     2.1239     0.3262
    1.0525    -1.6686     1.9667    -1.6030    -1.0171     0.7285     0.2683   -17.0000     2.1308     0.3337
    1.0703    -1.6568     1.9690    -1.6060    -1.0206     0.7388     0.2675   -13.7532     2.1217     0.3246
    1.0539    -1.6621     1.9689    -1.6020    -1.0028     0.7229     0.2706   -16.9420     2.1330     0.3356
    1.0458    -1.6765     1.9766    -1.5838    -1.0293     0.7269     0.2556   -16.9584     2.1484     0.3491
    1.0527    -1.6580     1.9686    -1.5994    -1.0010     0.7109     0.2692   -11.2541     2.1414     0.3374
    1.0419    -1.6677     1.9584    -1.6098    -0.9958     0.7114     0.2706   -11.8559     2.1410     0.3405
    1.0678    -1.6525     1.9592    -1.6256    -1.0013     0.7351     0.2808   -12.1038     2.1050     0.3138
    1.0466    -1.6626     1.9669    -1.5999    -1.0016     0.7085     0.2702   -15.1607     2.1439     0.3373
    1.2248    -1.6454     2.0114    -1.5090   -15.4908     0.9126     0.0464   -12.1468     2.2072     0.3859
    1.0716    -1.6526     1.9607    -1.6188    -1.0138     0.7374     0.2770   -19.1301     2.1112     0.3201
    1.0458    -1.6698     1.9799    -1.5770    -1.0225     0.7109     0.2572   -14.0863     2.1606     0.3552
    1.0533    -1.6538     1.9709    -1.6012    -0.9978     0.7121     0.2782   -16.9733     2.1294     0.3298
    1.0512    -1.6592     1.9620    -1.6096    -0.9924     0.7145     0.2715   -19.3537     2.1355     0.3357
    1.0707    -1.6518     1.9632    -1.6207    -1.0063     0.7376     0.2803   -16.9351     2.1050     0.3147
    1.0458    -1.6748     1.9472    -1.6202    -1.0156     0.7261     0.2641   -19.3315     2.1378     0.3396
    1.1882    -1.6957     2.0114    -1.5081    -9.3296     0.9333     0.0519   -16.9272     2.1962     0.3783
    1.0671    -1.6557     1.9623    -1.6105    -1.0143     0.7355     0.2672   -11.1540     2.1254     0.3310
    1.0557    -1.6659     1.9704    -1.5988    -1.0196     0.7293     0.2677   -19.1356     2.1304     0.3344
    1.1702    -1.6717     2.0024    -1.5167   -10.5132     0.8527     0.0960   -16.9452     2.1857     0.3528
    1.0552    -1.6551     1.9796    -1.5782    -1.0203     0.7080     0.2619   -11.7944     2.1558     0.3514
    1.0456    -1.6713     1.9684    -1.5966    -1.0133     0.7168     0.2638   -16.9631     2.1457     0.3405
    1.0549    -1.6655     1.9651    -1.6101    -1.0149     0.7274     0.2740   -16.9091     2.1205     0.3235
    1.2175    -1.6602     2.0096    -1.5099   -11.2425     0.9189     0.0763   -16.9350     2.1796     0.3595
    1.0396    -1.6706     1.9626    -1.6069    -0.9974     0.7092     0.2766   -16.9566     2.1380     0.3357
    1.0548    -1.6602     1.9765    -1.5886    -1.0126     0.7173     0.2650   -12.1048     2.1427     0.3415
    1.2033    -1.6670     2.0086    -1.5114   -15.3353     0.9059     0.0906   -12.4009     2.1690     0.3371
    1.0609    -1.6581     1.9645    -1.6235    -1.0006     0.7308     0.2869   -16.9472     2.0993     0.3068
    1.1932    -1.6608     2.0082    -1.5111   -10.7213     0.8775     0.0872   -12.0357     2.1811     0.3543
    1.0637    -1.6509     1.9693    -1.6053    -0.9976     0.7233     0.2716   -14.0111     2.1280     0.3299
    1.0877    -1.6389     1.9664    -1.6209    -1.0140     0.7473     0.2802   -18.6914     2.0946     0.3099
    1.0699    -1.6551     1.9716    -1.6013    -1.0180     0.7355     0.2685   -12.9997     2.1252     0.3290
    1.0535    -1.6622     1.9684    -1.6000    -1.0096     0.7195     0.2687   -16.9520     2.1375     0.3360
    1.0661    -1.6565     1.9626    -1.6166    -1.0046     0.7347     0.2739   -16.9639     2.1173     0.3236
    1.0671    -1.6488     1.9620    -1.6124    -1.0009     0.7255     0.2704   -16.9280     2.1272     0.3305
    1.0545    -1.6604     1.9738    -1.5891    -1.0141     0.7181     0.2610   -16.9553     2.1473     0.3460
    1.0512    -1.6593     1.9670    -1.6064    -0.9953     0.7133     0.2759   -11.5891     2.1308     0.3302
    1.1983    -1.6866     2.0129    -1.5062   -10.9117     0.9371     0.0443   -16.8948     2.2026     0.3946
    1.0610    -1.6632     1.9708    -1.5994    -1.0228     0.7338     0.2649   -15.9921     2.1300     0.3301
    1.1785    -1.6971     2.0000    -1.5193   -10.2462     0.9061     0.0869   -16.8280     2.1746     0.3514
    1.0706    -1.6555     1.9667    -1.6103    -1.0160     0.7405     0.2680   -13.3648     2.1189     0.3229
    1.0478    -1.6681     1.9660    -1.5994    -1.0138     0.7194     0.2677   -16.9550     2.1406     0.3409
    1.0542    -1.6620     1.9644    -1.6009    -1.0139     0.7177     0.2648   -19.9007     2.1430     0.3401
    1.0535    -1.6639     1.9739    -1.5902    -1.0157     0.7210     0.2629   -16.8872     2.1442     0.3437
    1.0725    -1.6505     1.9720    -1.5977    -1.0205     0.7345     0.2647   -14.1174     2.1300     0.3348
    1.0572    -1.6606     1.9726    -1.5970    -1.0139     0.7249     0.2720   -18.7112     2.1307     0.3339
